colour,y,count,x,width,ndensity,ncount,density,group,PANEL
#F8766D,0.0815523867677167,210,0.0731707317073171,0.9,0.450643776824034,0.450643776824034,0.144927536231884,1,1
#F8766D,0.127527746848174,466,0.195121951219512,0.9,1,1,0.3216011042098,1,1
#F8766D,0.117111454329945,408,0.317073170731707,0.9,0.875536480686695,0.875536480686695,0.281573498964803,1,1
#F8766D,0.0907115405337452,261,0.439024390243902,0.9,0.560085836909871,0.560085836909871,0.180124223602484,1,1
#F8766D,0.0743687367551453,170,0.560975609756098,0.9,0.36480686695279,0.36480686695279,0.117322291235335,1,1
#F8766D,0.0562300204734025,69,0.682926829268293,0.9,0.148068669527897,0.148068669527897,0.0476190476190476,1,1
#F8766D,0.0468912754570597,17,0.804878048780488,0.9,0.036480686695279,0.036480686695279,0.0117322291235335,1,1
#F8766D,0.0454545454545455,9,0.926829268292683,0.9,0.01931330472103,0.01931330472103,0.0062111801242236,1,1
#A3A500,0.0610789842318882,96,0.0731707317073171,0.9,0.0615384615384615,0.0615384615384615,0.0217420845223536,2,1
#A3A500,0.237976365791459,1081,0.195121951219512,0.9,0.692948717948718,0.692948717948718,0.244824930923586,2,1
#A3A500,0.324000574692001,1560,0.317073170731707,0.9,1,1,0.353308873488246,2,1
#A3A500,0.219478467009087,978,0.439024390243902,0.9,0.626923076923077,0.626923076923077,0.221497486071477,2,1
#A3A500,0.160213354405373,648,0.560975609756098,0.9,0.415384615384615,0.415384615384615,0.146759070525887,2,1
#A3A500,0.0952013217916023,286,0.682926829268293,0.9,0.183333333333333,0.183333333333333,0.064773293472845,2,1
#A3A500,0.0772421967601738,186,0.804878048780488,0.9,0.119230769230769,0.119230769230769,0.0421252887620601,2,1
#A3A500,0.0565892029740311,71,0.926829268292683,0.9,0.0455128205128205,0.0455128205128205,0.0160800833446573,2,1
#00BF7D,0.0589238892281168,84,0.0731707317073171,0.9,0.0259259259259259,0.0259259259259259,0.00772499034376207,3,1
#00BF7D,0.420979849861715,2100,0.195121951219512,0.9,0.648148148148148,0.648148148148148,0.193124758594052,3,1
#00BF7D,0.625713875219999,3240,0.317073170731707,0.9,1,1,0.297963913259394,3,1
#00BF7D,0.509159153766028,2591,0.439024390243902,0.9,0.799691358024691,0.799691358024691,0.238279166436756,3,1
#00BF7D,0.362612693509572,1775,0.560975609756098,0.9,0.547839506172839,0.547839506172839,0.163236403097353,3,1
#00BF7D,0.265633418339858,1235,0.682926829268293,0.9,0.381172839506173,0.381172839506173,0.113575750887454,3,1
#00BF7D,0.185535720699687,789,0.804878048780488,0.9,0.243518518518519,0.243518518518519,0.072559730728908,3,1
#00BF7D,0.0919686792859452,268,0.926829268292683,0.9,0.0827160493827161,0.0827160493827161,0.0246463977634314,3,1
#00B0F6,0.0806544305161453,205,0.0731707317073171,0.9,0.0573426573426573,0.0573426573426573,0.0165164076410541,4,1
#00B0F6,0.573452821378542,2949,0.195121951219512,0.9,0.824895104895105,0.824895104895105,0.237594566504725,4,1
#00B0F6,0.685876944075285,3575,0.317073170731707,0.9,1,1,0.288030035691554,4,1
#00B0F6,0.646726051506771,3357,0.439024390243902,0.9,0.939020979020979,0.939020979020979,0.270466246102531,4,1
#00B0F6,0.401045221076829,1989,0.560975609756098,0.9,0.556363636363636,0.556363636363636,0.160249438039301,4,1
#00B0F6,0.200082611975145,870,0.682926829268293,0.9,0.243356643356643,0.243356643356643,0.0700940226717908,4,1
#00B0F6,0.154466434395316,616,0.804878048780488,0.9,0.172307692307692,0.172307692307692,0.0496297907653139,4,1
#00B0F6,0.0851442117740024,230,0.926829268292683,0.9,0.0643356643356643,0.0643356643356643,0.0185306036948412,4,1
#E76BF3,0.0700585467476025,146,0.0731707317073171,0.9,0.0287911654506015,0.0287911654506015,0.00752736403054254,5,1
#E76BF3,0.510416292518228,2598,0.195121951219512,0.9,0.512324985210018,0.512324985210018,0.133945833913353,5,1
#E76BF3,0.812847958047484,4282,0.317073170731707,0.9,0.844409386708736,0.844409386708736,0.220768306703994,5,1
#E76BF3,0.954545454545454,5071,0.439024390243902,0.9,1,1,0.261447006841652,5,1
#E76BF3,0.688391221579685,3589,0.560975609756098,0.9,0.707749950700059,0.707749950700059,0.185039106202857,5,1
#E76BF3,0.511853022520743,2606,0.682926829268293,0.9,0.5139025833169,0.5139025833169,0.134358292216396,5,1
#E76BF3,0.411461513595058,2047,0.804878048780488,0.9,0.403667915598501,0.403667915598501,0.105537768291237,5,1
#E76BF3,0.26150281958263,1212,0.926829268292683,0.9,0.239006113192664,0.239006113192664,0.0624874329110792,5,1
